COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;138;49574CC59AFA4CD4;C000140026;visa;2018-01-10;UTC;Settled;8F5880F89781453C;USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;138;9D71FB29F70F4758;Z000096656;mc;2018-02-01;UTC;Settled;9EFDB0047D5C417E;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;138;B09D9159BA304F1C;R000008788;mc;2018-02-27;UTC;Settled;FEF65258C4DC4477;USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;138;9D83B0B848224270;E000153743;visa;2018-02-02;UTC;Settled;6AC39BFECE7B4103;USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;138;1BCE3BC8426A4E69;E000121500;visa;2018-03-04;UTC;Settled;E397461681DF4489;USD;1045.00;55.00;1100.00
JetBrains;JetBrainsUSD;138;8A473DCFD4964A21;A000209919;visa;2018-01-22;UTC;Settled;E70E6A93834F4F8C;USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;138;02D8DC40100E4DCE;C000030654;mc;2018-01-11;UTC;Settled;ACD56A9431494810;USD;428.00;22.00;450.00
JetBrains;JetBrainsUSD;138;F713D0A6CB44445E;R000072808;visa;2018-03-25;UTC;Settled;49F7F79A43854C1F;USD;459.00;24.00;483.00
JetBrains;JetBrainsUSD;138;F6137BAAA4B24DE2;Z000173464;visa;2018-04-10;UTC;Settled;07BDD60BA01E4D4D;USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;138;077B1672A40B45E6;R000050906;visa;2018-02-07;UTC;Settled;C0FC24AAEF1D47A5;USD;93.00;5.00;98.00
JetBrains;JetBrainsUSD;138;1EA4BE85004B4A63;Z000030856;mc;2018-03-12;UTC;Settled;9847BB0FA5F84038;USD;106.00;6.00;112.00
JetBrains;JetBrainsUSD;138;91A525F20848447C;R000137278;mc;2018-04-03;UTC;Settled;65066801142742CC;USD;247.00;13.00;260.00
JetBrains;JetBrainsUSD;138;16F4E1CF91774F31;C000019123;visa;2018-01-20;UTC;Settled;AD02E7A67F9E4C99;USD;589.00;31.00;620.00
JetBrains;JetBrainsUSD;138;D7EC1DA3D4BD4E6B;C000093526;visa;2018-03-15;UTC;Settled;E18F963E2976456C;USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;138;E78ED38A40464EB1;E000159427;visa;2018-03-04;UTC;Settled;DF6DBEF474584293;USD;13.00;1.00;14.00
JetBrains;JetBrainsUSD;138;DCBD56ADA8514141;R000098109;visa;2018-03-12;UTC;Settled;B7D435F7973448B9;USD;158.00;8.00;166.00
JetBrains;JetBrainsUSD;138;E0C09054E5524C1B;Z000074876;visa;2018-04-05;UTC;Settled;30FE1AAC65554365;USD;428.00;22.00;450.00
JetBrains;JetBrainsUSD;138;4B9611D405D04700;A000207963;mc;2018-03-19;UTC;Settled;0D9EF1DF84BE4B6C;USD;323.00;17.00;340.00
JetBrains;JetBrainsUSD;138;7419CFD3FD5346F9;E000104876;visa;2018-01-04;UTC;Settled;F53A3DF0576340D4;USD;156.00;8.00;164.00
JetBrains;JetBrainsUSD;138;7E86F0B27A474ACC;R000006401;visa;2018-03-27;UTC;Settled;07EED0C6CAA04263;USD;570.00;30.00;600.00
JetBrains;JetBrainsUSD;138;306D868994FC4C34;R000010617;visa;2018-02-26;UTC;Settled;6119A3A4A2B54864;USD;118.00;6.00;124.00
JetBrains;JetBrainsUSD;138;48AEE4DC0D974035;Z000178704;visa;2018-02-11;UTC;Settled;6A06DDE939DC4F7B;USD;99.00;5.00;104.00
JetBrains;JetBrainsUSD;138;43F512E59688439E;Z000189320;mc;2018-01-12;UTC;Settled;10A93D9BC49442F7;USD;171.00;9.00;180.00
JetBrains;JetBrainsUSD;138;1B801B2F3749487A;R000206264;visa;2018-03-12;UTC;Settled;197C2A9420A74F20;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;138;434E1212E2284492;C000172474;visa;2018-04-12;UTC;Settled;1CD9A5B35B3E4805;USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;138;B0D1223B657C4CFC;E000077550;visa;2018-03-10;UTC;Settled;89096FBACF124B2B;USD;105.00;5.00;110.00
JetBrains;JetBrainsUSD;138;DDCABB4D981A46FF;A000042347;mc;2018-04-02;UTC;Settled;45ABE9ADC5CD4841;USD;238.00;12.00;250.00
JetBrains;JetBrainsUSD;138;D5A423AD673A4D4D;Z000202635;visa;2018-02-04;UTC;Settled;2513686FBA3F49B3;USD;956.00;50.00;1006.00
JetBrains;JetBrainsUSD;138;215BB87A76894CE7;C000058457;visa;2018-03-26;UTC;Settled;E36BF66333E24B6C;USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;138;319B0B2A05024CF4;E000118450;visa;2018-01-13;UTC;Settled;D899B7B2D71E461D;USD;93.00;5.00;98.00
JetBrains;JetBrainsUSD;138;E84EA71186864D3F;R000054824;visa;2018-03-23;UTC;Settled;2F16EFB12F674D39;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;138;2D77B3B658D74619;Z000083188;visa;2018-03-20;UTC;Settled;8347D6E869AE487D;USD;185.00;10.00;195.00
JetBrains;JetBrainsUSD;138;53B08AB0B7034249;C000189392;visa;2018-01-25;UTC;Settled;0D6DA5E5F0A84BA3;USD;171.00;9.00;180.00
JetBrains;JetBrainsUSD;138;B6578550267E4317;R000094984;visa;2018-02-19;UTC;Settled;E0108CAD02BB4C36;USD;276.00;14.00;290.00
JetBrains;JetBrainsUSD;138;035401571CC14AFA;A000175818;visa;2018-02-17;UTC;Settled;6302FDD1119A4A20;USD;688.00;36.00;724.00
JetBrains;JetBrainsUSD;138;D1FCAC3E1CFA4BF4;E000139544;visa;2018-03-27;UTC;Settled;05D6A12D86D04B26;USD;228.00;12.00;240.00
JetBrains;JetBrainsUSD;138;52EF9479D1BC4031;A000193937;mc;2018-04-09;UTC;Settled;52E2D5EBCD1C4B55;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;138;CFAD88209E2D4861;R000129854;visa;2018-02-21;UTC;Settled;C064CFCDE7CF4379;USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;138;3EF1F77DF3C44C47;E000071275;mc;2018-01-15;UTC;Settled;AE38B31597354679;USD;247.00;13.00;260.00
JetBrains;JetBrainsUSD;138;D4A0D95099E64AAC;A000016463;mc;2018-04-14;UTC;Settled;C44560045DEA4682;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;138;3CCDDE4C4152439A;A000021067;visa;2018-03-23;UTC;Settled;CFFEF9FCEA564BBA;USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;138;05C7ED06171346DB;A000138711;visa;2018-01-20;UTC;Settled;0D1105C5A3FD4BA8;USD;570.00;30.00;600.00
