COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsAmericasUSD;138;164B5881A9424333;C000082067;mc;2018-03-06;UTC;Settled;C9F0DB01DBB2436D;USD;179.00;9.00;188.00
JetBrains;JetBrainsAmericasUSD;138;8449199553C34DDF;R000027688;visa;2018-03-10;UTC;Settled;D3BC4660F80F41F2;USD;855.00;45.00;900.00
JetBrains;JetBrainsAmericasUSD;138;50ACC52DD3CE4188;R000018420;visa;2018-02-20;UTC;Settled;9FB95EC6574140C4;USD;380.00;20.00;400.00
JetBrains;JetBrainsAmericasUSD;138;0BBE28B549104252;E000104693;mc;2018-03-09;UTC;Settled;7980F223FEF84B39;USD;93.00;5.00;98.00
JetBrains;JetBrainsAmericasUSD;138;90F8A53DF87349E2;C000216746;visa;2018-01-11;UTC;Settled;843F4138341047D7;USD;333.00;17.00;350.00
JetBrains;JetBrainsAmericasUSD;138;CF4A79B488FE45BA;C000099661;visa;2018-03-15;UTC;Settled;DFB06329A2E7400B;USD;779.00;41.00;820.00
JetBrains;JetBrainsAmericasUSD;138;93B68890851F4E00;Z000081688;mc;2018-04-06;UTC;Settled;9DCE58E025184658;USD;114.00;6.00;120.00
JetBrains;JetBrainsAmericasUSD;138;C28F6D621F3F4E29;C000133832;mc;2018-01-21;UTC;Settled;6F4913951D024A2C;USD;93.00;5.00;98.00
JetBrains;JetBrainsAmericasUSD;138;4480C6D369144AB5;Z000141208;mc;2018-01-20;UTC;Settled;E66E6BCBA6034CC3;USD;333.00;17.00;350.00
JetBrains;JetBrainsAmericasUSD;138;475FCDC11BDF4397;R000190731;visa;2018-01-06;UTC;Settled;EAA37E1D0D494E57;USD;599.00;31.00;630.00
JetBrains;JetBrainsAmericasUSD;138;5C9E02903FD9485D;Z000139421;visa;2018-03-08;UTC;Settled;80B5E72B1B284EC3;USD;80.00;4.00;84.00
JetBrains;JetBrainsAmericasUSD;138;48D2E5BFE5B04197;C000024218;visa;2018-03-26;UTC;Settled;7379039E79A64F49;USD;143.00;7.00;150.00
JetBrains;JetBrainsAmericasUSD;138;4B19674EA19649C9;Z000136927;mc;2018-03-31;UTC;Settled;EE3A3693B715452F;USD;333.00;17.00;350.00
JetBrains;JetBrainsAmericasUSD;138;086FC04C25FD442B;R000121158;visa;2018-04-06;UTC;Settled;5F04E30888B3450F;USD;428.00;22.00;450.00
JetBrains;JetBrainsAmericasUSD;138;A881687A92D9471F;E000046903;mc;2018-03-04;UTC;Settled;3C6C922D7F7946A6;USD;95.00;5.00;100.00
JetBrains;JetBrainsAmericasUSD;138;DF86F33EECC94264;A000135979;mc;2018-02-14;UTC;Settled;B131797970A34AAE;USD;95.00;5.00;100.00
JetBrains;JetBrainsAmericasUSD;138;FA681F6AB76542E8;E000049764;mc;2018-03-18;UTC;Settled;FFC19CAE21654849;USD;188.00;10.00;198.00
JetBrains;JetBrainsAmericasUSD;138;6668EE71A79C4ECF;C000187199;visa;2018-04-10;UTC;Settled;64EAE8CF454B4A98;USD;200.00;10.00;210.00
JetBrains;JetBrainsAmericasUSD;138;64D89D0E671D40FE;R000014533;mc;2018-01-31;UTC;Settled;EC5DEBA66789496A;USD;201.00;11.00;212.00
JetBrains;JetBrainsAmericasUSD;138;2C5EC54ED17A4E18;A000013433;visa;2018-01-31;UTC;Settled;305537A2BB524E3B;USD;133.00;7.00;140.00
JetBrains;JetBrainsAmericasUSD;138;3C73F570232B4EF3;E000176261;visa;2018-01-15;UTC;Settled;1B19CB5308EA4FCB;USD;428.00;22.00;450.00
