COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsGBP;138;91489DDA03894234;E000065587;visa;2018-02-04;UTC;Settled;BA01F3FDC56E4276;GBP;40.00;2.00;42.00
JetBrains;JetBrainsGBP;138;2CF4079168C442E2;E000064439;visa;2018-04-14;UTC;Settled;CB39FE8DA89D4D85;GBP;53.00;3.00;56.00
JetBrains;JetBrainsGBP;138;FB14D6DD11E44875;R000107302;visa;2018-03-16;UTC;Settled;FA82E6EEF7FC47E9;GBP;466.00;24.00;490.00
JetBrains;JetBrainsGBP;138;323670A3B672462D;A000191395;visa;2018-01-09;UTC;Settled;139E8C25170F431B;GBP;114.00;6.00;120.00
JetBrains;JetBrainsGBP;138;F2FD294F0F83401E;Z000149468;visa;2018-03-20;UTC;Settled;D07FC5779F4D42BB;GBP;371.00;19.00;390.00
JetBrains;JetBrainsGBP;138;087BBA30238E46E8;Z000122818;mc;2018-01-16;UTC;Settled;31F26EC6565E4EB4;GBP;380.00;20.00;400.00
JetBrains;JetBrainsGBP;138;00E38C45AB424540;A000127987;visa;2018-02-11;UTC;Settled;6C919903822D4C1F;GBP;19.00;1.00;20.00
JetBrains;JetBrainsGBP;138;AF9FE14E6A2C4F0B;R000081415;visa;2018-02-06;UTC;Settled;10F81F8B8F084D47;GBP;333.00;17.00;350.00
JetBrains;JetBrainsGBP;138;B198F3526E14449B;C000195106;visa;2018-02-10;UTC;Settled;20393F43CB4B425C;GBP;13.00;1.00;14.00
JetBrains;JetBrainsGBP;138;0EDD68B0F0794F9A;C000061286;mc;2018-04-02;UTC;Settled;7183AB97F1E54A05;GBP;618.00;32.00;650.00
JetBrains;JetBrainsGBP;138;436615D9A1BF4EAF;Z000035761;mc;2018-03-26;UTC;Settled;EC74A67219FF4861;GBP;257.00;13.00;270.00
JetBrains;JetBrainsGBP;138;296B05AE849C4F40;C000206407;visa;2018-01-25;UTC;Settled;D951048340634CCC;GBP;141.00;7.00;148.00
JetBrains;JetBrainsGBP;138;25DEEB4C69C941FF;R000141983;mc;2018-03-30;UTC;Settled;A6EE52FCD92F489E;GBP;190.00;10.00;200.00
JetBrains;JetBrainsGBP;138;F579E4A8DBD64EC5;R000156339;visa;2018-01-14;UTC;Settled;231C128F8EF846A2;GBP;346.00;18.00;364.00
JetBrains;JetBrainsGBP;138;531EC14581224E2D;A000175394;mc;2018-03-26;UTC;Settled;961A7DF0827746FA;GBP;100.00;5.00;105.00
JetBrains;JetBrainsGBP;138;49FE16E32BEF45D8;E000143120;visa;2018-02-15;UTC;Settled;585C022D8FDD4EF2;GBP;262.00;14.00;276.00
JetBrains;JetBrainsGBP;138;EE623B88E3004A96;Z000112477;visa;2018-01-26;UTC;Settled;EB235131FAA34FAD;GBP;86.00;4.00;90.00
JetBrains;JetBrainsGBP;138;15DF12ADB7314F6D;C000037889;mc;2018-02-09;UTC;Settled;BA64E8FA0D2D433C;GBP;1050.00;55.00;1105.00
JetBrains;JetBrainsGBP;138;F1B6D7BD617A41E4;C000176855;visa;2018-01-27;UTC;Settled;C1C04431E85644AC;GBP;230.00;12.00;242.00
JetBrains;JetBrainsGBP;138;3AA025811C5A4224;A000116380;visa;2018-04-09;UTC;Settled;05378915A2FF4AFE;GBP;555.00;29.00;584.00
