COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;139;756D1DAFEBAC4C11;C000220677;visa;2018-07-13;UTC;Settled;12853F2E62A24BAB;USD;580.00;30.00;610.00
JetBrains;JetBrainsUSD;139;56B34304CE8A497A;A000001656;visa;2018-04-24;UTC;Settled;5F740EE09504409B;USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;139;0255F44241214120;A000005576;visa;2018-07-24;UTC;Settled;66386308C00C45AD;USD;162.00;8.00;170.00
JetBrains;JetBrainsUSD;139;7219FA9AFBCA446E;R000166359;visa;2018-05-23;UTC;Settled;F0F58405C022434A;USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;139;066AEC10E0064813;R000109602;visa;2018-06-09;UTC;Settled;8DA704AB9E8C4933;USD;106.00;6.00;112.00
JetBrains;JetBrainsUSD;139;B8C6A952537F49DC;E000158139;mc;2018-05-29;UTC;Settled;43C92025ED284D8A;USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;139;EA32AB17A630430C;C000166127;mc;2018-05-23;UTC;Settled;DBFA09BB02C240D4;USD;103.00;5.00;108.00
JetBrains;JetBrainsUSD;139;FCC11ACBCFBF4C2E;A000054377;visa;2018-07-21;UTC;Settled;57CF3D0A3BD94F1E;USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;139;E4C16B1545C64990;A000104033;visa;2018-07-18;UTC;Settled;4D7D0ECFAEC94DBC;USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;139;1D612F999DB04CB9;A000064297;mc;2018-06-18;UTC;Settled;9FC81AA9286748DC;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;139;89F5EF4838074A14;C000017054;mc;2018-04-27;UTC;Settled;86FE2AF89C1A4F01;USD;556.00;29.00;585.00
JetBrains;JetBrainsUSD;139;74D9AB7A53C84B24;A000063194;visa;2018-05-16;UTC;Settled;3D64570BDFED4FB9;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;139;CBC317050C794F7C;Z000075661;visa;2018-04-21;UTC;Settled;36D7F55D8EAC4EE4;USD;327.00;17.00;344.00
JetBrains;JetBrainsUSD;139;0FE6E0D1A0B54D49;R000076993;visa;2018-06-23;UTC;Settled;A6BFB2726359429D;USD;371.00;20.00;391.00
JetBrains;JetBrainsUSD;139;923AA1ABA0934EBA;C000081320;mc;2018-06-12;UTC;Settled;C329244449E3412A;USD;93.00;5.00;98.00
JetBrains;JetBrainsUSD;139;2F80385826084B25;R000208808;visa;2018-04-24;UTC;Settled;F89E1BFFB43242CC;USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;139;99F6AAEA43864BF3;E000028597;visa;2018-05-24;UTC;Settled;6DE56C190FFC4848;USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;139;9FC7CEF4B58B43E2;Z000126004;mc;2018-05-16;UTC;Settled;D757F3B2970C4272;USD;152.00;8.00;160.00
JetBrains;JetBrainsUSD;139;00DC470D021E4D54;C000215221;visa;2018-07-05;UTC;Settled;9FF7040F40C64DC2;USD;207.00;11.00;218.00
JetBrains;JetBrainsUSD;139;7673B7114067437C;Z000101045;visa;2018-05-18;UTC;Settled;39A6060ED3AF4C99;USD;551.00;29.00;580.00
JetBrains;JetBrainsUSD;139;54E27A60F8EB4280;E000054125;mc;2018-04-18;UTC;Settled;FB75AAB6479B4C1D;USD;57.00;3.00;60.00
JetBrains;JetBrainsUSD;139;D9F0A909902141B5;R000068994;mc;2018-07-31;UTC;Settled;6921A167F5AC4F4B;USD;185.00;10.00;195.00
JetBrains;JetBrainsUSD;139;3D773335534D44F0;E000129991;mc;2018-08-13;UTC;Settled;7129DC21979F42E8;USD;333.00;17.00;350.00
JetBrains;JetBrainsUSD;139;2C280BDED26F4DEE;C000011578;mc;2018-04-23;UTC;Settled;2746847EC424444E;USD;19.00;1.00;20.00
JetBrains;JetBrainsUSD;139;16980B4CE42E49AD;R000132731;visa;2018-05-02;UTC;Settled;7C12D2D51E8E4AC0;USD;181.00;9.00;190.00
JetBrains;JetBrainsUSD;139;02A547CE57AC40A1;A000184362;mc;2018-04-23;UTC;Settled;E3216FE0EF61447F;USD;513.00;27.00;540.00
JetBrains;JetBrainsUSD;139;219A61DD3C9A460A;E000103663;mc;2018-05-12;UTC;Settled;3A2B7910024F4011;USD;185.00;10.00;195.00
JetBrains;JetBrainsUSD;139;AD3258811C934A75;Z000070329;mc;2018-07-21;UTC;Settled;9FDD42D03EE84828;USD;220.00;12.00;232.00
JetBrains;JetBrainsUSD;139;B099E0ABFAF84BAE;A000145968;visa;2018-07-26;UTC;Settled;37A1059018374E91;USD;751.00;39.00;790.00
JetBrains;JetBrainsUSD;139;ABD5979A391449B8;E000124513;mc;2018-07-13;UTC;Settled;AEAC2BC693A84797;USD;432.00;23.00;455.00
JetBrains;JetBrainsUSD;139;FA73707239084C56;A000110890;visa;2018-07-08;UTC;Settled;CD4272E7E56948E4;USD;160.00;8.00;168.00
JetBrains;JetBrainsUSD;139;1DD27491E9F749E7;R000034561;visa;2018-05-02;UTC;Settled;87AA675243744832;USD;941.00;49.00;990.00
JetBrains;JetBrainsUSD;139;581F011CE66241E3;A000212318;visa;2018-07-28;UTC;Settled;0A2A3C0E99984644;USD;485.00;25.00;510.00
JetBrains;JetBrainsUSD;139;F4B4FBEFADAB4F25;Z000028683;visa;2018-05-08;UTC;Settled;59C61BBF56974F14;USD;851.00;45.00;896.00
JetBrains;JetBrainsUSD;139;437208571AA8423F;Z000025510;visa;2018-04-20;UTC;Settled;66687BE5AE224A63;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;139;3B17A9DBB2AD4D2A;R000005993;visa;2018-05-12;UTC;Settled;4EC53091E3624132;USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;139;E2118D79796445CE;C000178822;visa;2018-05-21;UTC;Settled;0864A4BE71FE4D6F;USD;124.00;6.00;130.00
JetBrains;JetBrainsUSD;139;31B44FFCEA1A4DC9;A000215961;mc;2018-05-03;UTC;Settled;69E63E36A90345DF;USD;228.00;12.00;240.00
JetBrains;JetBrainsUSD;139;817880BF529940B7;A000000860;visa;2018-05-16;UTC;Settled;BA5BAD59EC9C4516;USD;631.00;33.00;664.00
JetBrains;JetBrainsUSD;139;859635C8BBD14819;C000012030;mc;2018-04-23;UTC;Settled;A7C4672DB28645FA;USD;243.00;13.00;256.00
JetBrains;JetBrainsUSD;139;4AAE80001A93434C;Z000220579;visa;2018-05-13;UTC;Settled;8E344E8721484D9D;USD;253.00;13.00;266.00
JetBrains;JetBrainsUSD;139;EC4C68F2CC6244A4;R000058793;visa;2018-08-07;UTC;Settled;1CD9BB6CEC6F4D21;USD;736.00;39.00;775.00
