COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsEUR;138;9E6F1E95657D4486;A000051401;visa;2018-03-23;UTC;Settled;34FAE3CA4E924B2A;EUR;152.00;8.00;160.00
JetBrains;JetBrainsEUR;138;D4752B4259E44AF9;E000088071;visa;2018-04-10;UTC;Settled;BE7053CF74B2414B;EUR;344.00;18.00;362.00
JetBrains;JetBrainsEUR;138;2C4AEF8756DC4086;E000029631;mc;2018-04-14;UTC;Settled;2ACA3E10AE39490D;EUR;317.00;17.00;334.00
JetBrains;JetBrainsEUR;138;E70F68131302432A;R000006739;visa;2018-01-06;UTC;Settled;48E055D7A6D6470D;EUR;486.00;26.00;512.00
JetBrains;JetBrainsEUR;138;871E14EA5D0C4375;A000004154;mc;2018-01-19;UTC;Settled;01439DDE302945BB;EUR;475.00;25.00;500.00
JetBrains;JetBrainsEUR;138;3C14DFEBB60A4120;C000021386;visa;2018-01-11;UTC;Settled;1102C9C97A914980;EUR;38.00;2.00;40.00
JetBrains;JetBrainsEUR;138;790CD83F91694FD0;C000116323;visa;2018-03-28;UTC;Settled;230181440D904AA7;EUR;226.00;12.00;238.00
JetBrains;JetBrainsEUR;138;FBA1FEC2004648C0;C000207425;mc;2018-01-05;UTC;Settled;6D5E691910E84CF4;EUR;375.00;20.00;395.00
JetBrains;JetBrainsEUR;138;0A5E1C59388D4B1C;E000110803;visa;2018-01-26;UTC;Settled;D6A9478CDCE64B19;EUR;114.00;6.00;120.00
JetBrains;JetBrainsEUR;138;E457643B68FC48DD;E000072660;mc;2018-03-09;UTC;Settled;61C2A67FDE9E48C9;EUR;958.00;50.00;1008.00
JetBrains;JetBrainsEUR;138;610500AF5946455F;R000044917;visa;2018-02-23;UTC;Settled;0CCA85A288BD49AA;EUR;917.00;48.00;965.00
JetBrains;JetBrainsEUR;138;2A81582240E3474D;Z000198006;mc;2018-04-15;UTC;Settled;6E9A3DFB1EB24EBB;EUR;489.00;26.00;515.00
JetBrains;JetBrainsEUR;138;47148533EAF148A6;E000168281;visa;2018-03-13;UTC;Settled;1E58F4409FEF43D4;EUR;133.00;7.00;140.00
JetBrains;JetBrainsEUR;138;3156AFBBC99A416F;E000155264;visa;2018-04-07;UTC;Settled;484C4FD6335D42BA;EUR;200.00;10.00;210.00
JetBrains;JetBrainsEUR;138;BDD84EBB490E47B5;Z000009628;visa;2018-03-02;UTC;Settled;CDF87EF5ECB74D8A;EUR;95.00;5.00;100.00
JetBrains;JetBrainsEUR;138;1806170B3FDE4D50;A000165139;visa;2018-04-09;UTC;Settled;65DB6AD22EC54FDD;EUR;133.00;7.00;140.00
JetBrains;JetBrainsEUR;138;B2D2F290343C41DB;E000115621;visa;2018-02-03;UTC;Settled;AB04A35FA8E147D4;EUR;371.00;19.00;390.00
JetBrains;JetBrainsEUR;138;BD12EC1FFFF246EF;E000158159;visa;2018-03-08;UTC;Settled;4937E5FC22424C12;EUR;19.00;1.00;20.00
JetBrains;JetBrainsEUR;138;54EB31DC43B64BB7;A000069413;mc;2018-03-05;UTC;Settled;1A98558AC4F74105;EUR;380.00;20.00;400.00
JetBrains;JetBrainsEUR;138;5FF4BB23AAB249B7;C000115120;mc;2018-01-05;UTC;Settled;53F5BDA18E384AEE;EUR;190.00;10.00;200.00
JetBrains;JetBrainsEUR;138;349F0D2811A34566;C000138602;mc;2018-01-10;UTC;Settled;D6DE24D121E446AF;EUR;27.00;1.00;28.00
JetBrains;JetBrainsEUR;138;E072C1D49C9B40BA;A000143777;visa;2018-04-06;UTC;Settled;6E562AE311F94813;EUR;76.00;4.00;80.00
JetBrains;JetBrainsEUR;138;AA4403731B1F483A;C000196441;mc;2018-01-06;UTC;Settled;3810CDDCFE594DD6;EUR;106.00;6.00;112.00
