COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;140;2AF71EB9401F4D81;C000038354;visa;2018-09-14;UTC;Settled;275F527453704328;USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;140;86AE8335A2E64430;C000044969;mc;2018-08-25;UTC;Settled;513232B0D89748B3;USD;228.00;12.00;240.00
JetBrains;JetBrainsUSD;140;E90129A4DF434D83;R000146806;visa;2018-08-27;UTC;Settled;C42E0C3A613E4BE2;USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;140;4C46C313B838489C;R000108672;mc;2018-09-14;UTC;Settled;54EE17C52CB0425E;USD;309.00;16.00;325.00
JetBrains;JetBrainsUSD;140;214865810D9D4D9B;E000103956;mc;2018-09-16;UTC;Settled;01345B109B8E43E8;USD;226.00;12.00;238.00
JetBrains;JetBrainsUSD;140;0755EC3E256C4FC8;A000198840;visa;2018-11-16;UTC;Settled;C1C1449F6C544675;USD;587.00;31.00;618.00
JetBrains;JetBrainsUSD;140;98234E4ED89145D5;A000155909;mc;2018-12-02;UTC;Settled;A3688D370FA44679;USD;76.00;4.00;80.00
JetBrains;JetBrainsUSD;140;6A28E71F59AB456A;A000171419;visa;2018-11-19;UTC;Settled;340C083153C34D43;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;140;3C362EABB0694EC3;A000097216;visa;2018-12-06;UTC;Settled;6DFA786CF7D145CD;USD;433.00;23.00;456.00
JetBrains;JetBrainsUSD;140;A4F70A16603749BA;C000197221;visa;2018-10-10;UTC;Settled;434DA24764EA421E;USD;76.00;4.00;80.00
JetBrains;JetBrainsUSD;140;825D5D70AE014A6F;A000198523;mc;2018-12-06;UTC;Settled;60FAE4534D0C4925;USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;140;C4C5291389244CA9;C000174760;visa;2018-10-26;UTC;Settled;9A606615ADE34117;USD;53.00;3.00;56.00
JetBrains;JetBrainsUSD;140;18C32D89791A4267;C000103038;mc;2018-09-02;UTC;Settled;FD80A6C77668454E;USD;106.00;6.00;112.00
JetBrains;JetBrainsUSD;140;76687899B6D242F4;R000162168;mc;2018-11-16;UTC;Settled;0FC737FFD0664F30;USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;140;4997C99E22464801;Z000055993;visa;2018-11-06;UTC;Settled;8367FA358CA043C8;USD;230.00;12.00;242.00
JetBrains;JetBrainsUSD;140;FE100F7FA56E4FC8;R000188178;visa;2018-11-13;UTC;Settled;A5D06274139745CA;USD;133.00;7.00;140.00
JetBrains;JetBrainsUSD;140;0537B085DFA043C1;R000201604;visa;2018-11-30;UTC;Settled;987133526B13493F;USD;587.00;31.00;618.00
JetBrains;JetBrainsUSD;140;8763A3D7C0AA4022;C000212729;visa;2018-09-02;UTC;Settled;FC3FD258695C4AA2;USD;644.00;34.00;678.00
JetBrains;JetBrainsUSD;140;72FA96381C1D4063;E000078549;mc;2018-12-04;UTC;Settled;B8A17934C13647D5;USD;385.00;20.00;405.00
JetBrains;JetBrainsUSD;140;6034B4E0C3354C42;E000126114;mc;2018-10-23;UTC;Settled;3587244DE0A448C7;USD;571.00;30.00;601.00
JetBrains;JetBrainsUSD;140;23286819EAC44634;Z000117486;visa;2018-10-19;UTC;Settled;6506506C69A242F0;USD;432.00;23.00;455.00
JetBrains;JetBrainsUSD;140;6CA92997365743D9;A000105240;mc;2018-08-23;UTC;Settled;A55AF2E3E3DF483B;USD;751.00;39.00;790.00
JetBrains;JetBrainsUSD;140;A39694A1F5C74AB7;A000016890;visa;2018-09-08;UTC;Settled;E110AB5193EC434B;USD;552.00;29.00;581.00
JetBrains;JetBrainsUSD;140;EE79228DEAA44D84;C000057608;visa;2018-12-02;UTC;Settled;DD6E0AFE3B154F39;USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;140;941A2D9715D1468A;Z000181523;visa;2018-12-05;UTC;Settled;AB1B3F6EA669499B;USD;697.00;37.00;734.00
JetBrains;JetBrainsUSD;140;268511411B8F4821;Z000028696;visa;2018-11-08;UTC;Settled;3E8E02CDB1B04ABB;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;140;2BAEEFA0B20D43CE;C000094319;visa;2018-11-25;UTC;Settled;F3BEEF5BA2824687;USD;228.00;12.00;240.00
JetBrains;JetBrainsUSD;140;A60021D6D81F414D;C000193883;visa;2018-11-26;UTC;Settled;CDDC2C12FC2E4486;USD;485.00;25.00;510.00
JetBrains;JetBrainsUSD;140;20D6F825444C4DD8;E000045162;visa;2018-10-19;UTC;Settled;6EDC98F002B24C5E;USD;344.00;18.00;362.00
JetBrains;JetBrainsUSD;140;0C770A85F60C4073;C000100923;visa;2018-09-20;UTC;Settled;2542A73D8DBD435C;USD;279.00;15.00;294.00
JetBrains;JetBrainsUSD;140;E2799684589E43D1;E000024922;mc;2018-11-23;UTC;Settled;CE67CBAFB8114CCD;USD;456.00;24.00;480.00
JetBrains;JetBrainsUSD;140;EBED1941AF694778;Z000119029;mc;2018-09-13;UTC;Settled;AE14E90BCA2B4421;USD;277.00;15.00;292.00
JetBrains;JetBrainsUSD;140;F180C4C0B4C74C4F;Z000009564;visa;2018-08-23;UTC;Settled;E316AFD4D5C94F0C;USD;855.00;45.00;900.00
JetBrains;JetBrainsUSD;140;B7F5A7ED33C74439;Z000033533;mc;2018-10-09;UTC;Settled;18DF3352EA2C4D39;USD;412.00;22.00;434.00
JetBrains;JetBrainsUSD;140;B4C9D1DBEC7B47D6;Z000178555;visa;2018-10-19;UTC;Settled;CB436EE4B02D4371;USD;405.00;21.00;426.00
JetBrains;JetBrainsUSD;140;33670C13DE5F44F0;A000147293;visa;2018-09-02;UTC;Settled;0FD10808A99247C1;USD;380.00;20.00;400.00
JetBrains;JetBrainsUSD;140;271C00C33238495A;Z000105782;mc;2018-12-16;UTC;Settled;17FCB075C93E478B;USD;475.00;25.00;500.00
JetBrains;JetBrainsUSD;140;A90605CBBED34615;A000035206;mc;2018-12-05;UTC;Settled;FD27BD33BB7B4849;USD;357.00;19.00;376.00
JetBrains;JetBrainsUSD;140;5359656C381D4C1F;R000203810;visa;2018-12-05;UTC;Settled;D392C655C93C4ACD;USD;380.00;20.00;400.00
JetBrains;JetBrainsUSD;140;9F7450D8B524423F;E000024053;visa;2018-10-13;UTC;Settled;606840A5224648A9;USD;124.00;6.00;130.00
JetBrains;JetBrainsUSD;140;EE3E420024A04C71;C000165533;mc;2018-09-01;UTC;Settled;9DF355CA12764A31;USD;467.00;25.00;492.00
JetBrains;JetBrainsUSD;140;048EA71468EE4AE5;C000006131;mc;2018-11-01;UTC;Settled;EAEB091EC0404F17;USD;67.00;3.00;70.00
JetBrains;JetBrainsUSD;140;38A01227AD5047E4;Z000046354;visa;2018-09-02;UTC;Settled;A58D3E05A42B4712;USD;380.00;20.00;400.00
JetBrains;JetBrainsUSD;140;45C55B050769448D;Z000160442;mc;2018-10-10;UTC;Settled;37CDB9C4C39641BE;USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;140;EC24FA231F9F4E18;Z000102906;visa;2018-10-05;UTC;Settled;497A98FCA59641F2;USD;513.00;27.00;540.00
JetBrains;JetBrainsUSD;140;09951CDCFFA042AD;A000218147;visa;2018-12-07;UTC;Settled;FBE53B627AEE436C;USD;106.00;6.00;112.00
JetBrains;JetBrainsUSD;140;038833CDE82A44FB;C000175497;visa;2018-11-25;UTC;Settled;0C2FCECF7946433A;USD;418.00;22.00;440.00
JetBrains;JetBrainsUSD;140;95A27ABB4DE7479C;Z000105877;mc;2018-12-10;UTC;Settled;E5680857916F4325;USD;391.00;21.00;412.00
JetBrains;JetBrainsUSD;140;55A5D00BAF3C40CF;Z000100834;visa;2018-10-04;UTC;Settled;5D121BFDB5974D57;USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;140;7CB2526FDFB94FBE;Z000000120;visa;2018-10-30;UTC;Settled;3CF76411B2EF4F6E;USD;108.00;6.00;114.00
JetBrains;JetBrainsUSD;140;73061683D3E84FDC;E000157289;visa;2018-12-02;UTC;Settled;A32C0FB598314B38;USD;76.00;4.00;80.00
JetBrains;JetBrainsUSD;140;BADA209553374FE5;R000007054;mc;2018-09-02;UTC;Settled;B6C3237D801F4B33;USD;122.00;6.00;128.00
JetBrains;JetBrainsUSD;140;48EDC4D7336243FC;R000097186;visa;2018-11-22;UTC;Settled;9D483F5AF182431C;USD;182.00;10.00;192.00
JetBrains;JetBrainsUSD;140;B1FADE130BC14050;R000114876;visa;2018-10-19;UTC;Settled;C9D7584FE1C34CEC;USD;13.00;1.00;14.00
JetBrains;JetBrainsUSD;140;D473A6F007D74BE9;A000054653;mc;2018-11-02;UTC;Settled;BFBDEC498B634B6A;USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;140;1085CF9C05414365;A000045369;visa;2018-11-17;UTC;Settled;6DD329E8118C4028;USD;523.00;27.00;550.00
JetBrains;JetBrainsUSD;140;37E216072D754B23;C000124659;visa;2018-11-28;UTC;Settled;3C6F52D725C84789;USD;454.00;24.00;478.00
JetBrains;JetBrainsUSD;140;6E5881C05A0443CC;A000177502;mc;2018-09-07;UTC;Settled;774FB5FE8FB34C60;USD;143.00;7.00;150.00
JetBrains;JetBrainsUSD;140;BA5D89840EBA45E6;Z000104106;visa;2018-09-25;UTC;Settled;AD988C9EA75B41A9;USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;140;8AE00A78BABE4372;E000111754;visa;2018-09-20;UTC;Settled;EBD3115016184BF0;USD;384.00;20.00;404.00
JetBrains;JetBrainsUSD;140;EBCEF00D408143AF;E000147929;visa;2018-10-06;UTC;Settled;0B5FBCE167F948F3;USD;152.00;8.00;160.00
JetBrains;JetBrainsUSD;140;D2F0DBC00ED74ADB;R000135694;mc;2018-10-30;UTC;Settled;C34B5FC969054AD6;USD;507.00;27.00;534.00
JetBrains;JetBrainsUSD;140;FA4B6873C8A6478D;Z000039824;mc;2018-12-13;UTC;Settled;2ABD7A51EA824FA7;USD;309.00;16.00;325.00
JetBrains;JetBrainsUSD;140;D997299EB1EA4698;A000017560;mc;2018-10-20;UTC;Settled;CDB5913B58BE42B6;USD;551.00;29.00;580.00
JetBrains;JetBrainsUSD;140;4B1A32373BD64F82;R000140778;visa;2018-09-20;UTC;Settled;D04CA726A5BE4C07;USD;114.00;6.00;120.00
JetBrains;JetBrainsUSD;140;471A220FEC7F4443;C000156792;mc;2018-11-21;UTC;Settled;028D8325C60741E4;USD;200.00;10.00;210.00
JetBrains;JetBrainsUSD;140;A65AB3C603E84A3B;Z000107917;visa;2018-11-18;UTC;Settled;D10F899E3AF544CF;USD;171.00;9.00;180.00
JetBrains;JetBrainsUSD;140;26654FB3A8264F32;A000050557;visa;2018-08-29;UTC;Settled;A81AA2B902754910;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;140;AF528906B8E14DF0;A000040505;mc;2018-09-22;UTC;Settled;FC66321169C3418E;USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;140;34F86A3D9E01479B;R000062850;mc;2018-09-08;UTC;Settled;2855479B04A14472;USD;190.00;10.00;200.00
JetBrains;JetBrainsUSD;140;9F04344ED29B4195;E000187869;visa;2018-09-22;UTC;Settled;F28F891D4E5C45E7;USD;95.00;5.00;100.00
JetBrains;JetBrainsUSD;140;1D8C46FC8B134042;A000121798;visa;2018-11-23;UTC;Settled;6605EA812590450A;USD;264.00;14.00;278.00
JetBrains;JetBrainsUSD;140;91E43CAD180F4777;Z000041757;mc;2018-08-24;UTC;Settled;17AE4E9D7AAD42AB;USD;241.00;13.00;254.00
JetBrains;JetBrainsUSD;140;10792C640C7E4A00;E000075259;visa;2018-08-27;UTC;Settled;ACA0CE3366AE4B3B;USD;371.00;19.00;390.00
JetBrains;JetBrainsUSD;140;31BE0E69F59A43AA;R000196451;mc;2018-11-24;UTC;Settled;44B318906DD8408E;USD;51.00;3.00;54.00
JetBrains;JetBrainsUSD;140;5D757BDB6F8F4DC0;C000149091;visa;2018-09-15;UTC;Settled;DE5C71C37D7D4906;USD;226.00;12.00;238.00
JetBrains;JetBrainsUSD;140;67625D3F9B194069;A000077263;visa;2018-09-18;UTC;Settled;A1F5C2B364214D13;USD;93.00;5.00;98.00
JetBrains;JetBrainsUSD;140;AFDB644664F74A77;E000087095;mc;2018-10-19;UTC;Settled;CF94009C3BE7411A;USD;618.00;32.00;650.00
JetBrains;JetBrainsUSD;140;8839DC0242AE4D8A;E000144631;mc;2018-11-02;UTC;Settled;41AFCA9997A14146;USD;185.00;10.00;195.00
JetBrains;JetBrainsUSD;140;48DD072ACCD04521;R000084762;visa;2018-08-21;UTC;Settled;319F2A53F8D64300;USD;38.00;2.00;40.00
JetBrains;JetBrainsUSD;140;6F1A756B429F4C2B;Z000122334;visa;2018-09-21;UTC;Settled;C8E633E24D884259;USD;146.00;8.00;154.00
JetBrains;JetBrainsUSD;140;44F97FC455E040AF;E000098676;visa;2018-11-29;UTC;Settled;2E734824DE2D4313;USD;209.00;11.00;220.00
JetBrains;JetBrainsUSD;140;588B0302E5E84A7B;E000179604;visa;2018-10-10;UTC;Settled;FDCD3053071D4836;USD;774.00;41.00;815.00
JetBrains;JetBrainsUSD;140;6B9A8541429F4631;E000179670;visa;2018-11-21;UTC;Settled;4E7EAB4308CA4436;USD;745.00;39.00;784.00
JetBrains;JetBrainsUSD;140;985A39769742464E;R000043733;visa;2018-10-12;UTC;Settled;234E030EB18C45C7;USD;860.00;45.00;905.00
JetBrains;JetBrainsUSD;140;6C3C6D9D05B845FE;R000149905;mc;2018-11-06;UTC;Settled;D32BAD807F8E439D;USD;144.00;8.00;152.00
JetBrains;JetBrainsUSD;140;27DEEF8FA5014A62;R000194147;visa;2018-08-19;UTC;Settled;012FCE8E4CC642B3;USD;760.00;40.00;800.00
JetBrains;JetBrainsUSD;140;AC9CB040FED94569;A000043544;visa;2018-09-13;UTC;Settled;FF67B90C5F6B4D71;USD;217.00;11.00;228.00
JetBrains;JetBrainsUSD;140;35DE5C587AA74164;A000093316;visa;2018-09-11;UTC;Settled;534CDA8A93814747;USD;333.00;17.00;350.00
