COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsUSD;142;981CA43D45D341E9;R000155695;visa;2019-06-16;UTC;Settled;01643663930C4E4F;USD;855.00;45.00;900.00
JetBrains;JetBrainsUSD;142;B620AD657EA24052;E000090688;visa;2019-05-11;UTC;Settled;4CCBDB75A52B491E;USD;426.00;22.00;448.00
JetBrains;JetBrainsUSD;142;017B96CF3DF441EB;A000034283;mc;2019-07-06;UTC;Settled;8286F682593B4A35;USD;80.00;4.00;84.00
JetBrains;JetBrainsUSD;142;2EB6A9560A394883;Z000018836;visa;2019-04-21;UTC;Settled;F6B910DAA7CA4EF5;USD;62.00;3.00;65.00
JetBrains;JetBrainsUSD;142;E2977BC9F80B4785;E000089269;visa;2019-05-04;UTC;Settled;4A4D8E69F570487C;USD;106.00;6.00;112.00
JetBrains;JetBrainsUSD;142;35D78F749F774C8E;Z000055900;mc;2019-05-30;UTC;Settled;82AF9E17A5AD458F;USD;238.00;12.00;250.00
JetBrains;JetBrainsUSD;142;30B1925C59204463;C000052747;mc;2019-05-02;UTC;Settled;74AE9E233E62438C;USD;100.00;5.00;105.00
JetBrains;JetBrainsUSD;142;0581804C107D4906;E000151036;mc;2019-07-02;UTC;Settled;901383711EE84966;USD;378.00;20.00;398.00
JetBrains;JetBrainsUSD;142;FC4DB38651B34FE0;Z000169805;visa;2019-06-05;UTC;Settled;26246E506D48496D;USD;27.00;1.00;28.00
JetBrains;JetBrainsUSD;142;C3E89E868E6E4F62;C000109511;visa;2019-05-04;UTC;Settled;E6F1C18EF6404951;USD;285.00;15.00;300.00
JetBrains;JetBrainsUSD;142;14B55ED71C354A1E;Z000221397;mc;2019-06-24;UTC;Settled;9332717F223D4613;USD;722.00;38.00;760.00
JetBrains;JetBrainsUSD;142;B28EBFCD01E5406B;Z000031435;mc;2019-06-05;UTC;Settled;FB7370684BB24149;USD;618.00;32.00;650.00
JetBrains;JetBrainsUSD;142;5DD0586D14B84E88;R000106554;visa;2019-04-20;UTC;Settled;F7ECB9706B044563;USD;67.00;3.00;70.00
