COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsGBP;142;90FF30404F3A4B58;C000181363;visa;2019-06-15;UTC;Settled;03EAB3E02A3D4B86;GBP;177.00;9.00;186.00
JetBrains;JetBrainsGBP;142;E994B46AA2D54148;R000152050;visa;2019-05-11;UTC;Settled;F052D7BF58CC48AD;GBP;304.00;16.00;320.00
JetBrains;JetBrainsGBP;142;9D408F323D3A48C2;E000028121;visa;2019-04-18;UTC;Settled;3579BE5B3EAE49EC;GBP;93.00;5.00;98.00
JetBrains;JetBrainsGBP;142;7DD9B3585EF84499;E000105475;visa;2019-07-04;UTC;Settled;24B37383009C4376;GBP;428.00;22.00;450.00
JetBrains;JetBrainsGBP;142;994AD4C3995042B5;Z000060350;mc;2019-05-29;UTC;Settled;B61A91A6BB7B443A;GBP;93.00;5.00;98.00
JetBrains;JetBrainsGBP;142;9A682342C5154EA4;Z000130706;visa;2019-06-22;UTC;Settled;B892192371224408;GBP;380.00;20.00;400.00
JetBrains;JetBrainsGBP;142;9A29A3ACBD98441D;Z000152073;mc;2019-05-12;UTC;Settled;8AE7F2E77D494168;GBP;186.00;10.00;196.00
JetBrains;JetBrainsGBP;142;6DEEC880489E4D05;E000073042;mc;2019-05-06;UTC;Settled;1FD1200BA24E42CF;GBP;160.00;8.00;168.00
JetBrains;JetBrainsGBP;142;31D7A9A726264B0B;Z000153512;visa;2019-07-02;UTC;Settled;70D0B20221844262;GBP;80.00;4.00;84.00
JetBrains;JetBrainsGBP;142;61B97F828DE54D6F;E000214514;visa;2019-05-26;UTC;Settled;2D14A315EC994BD3;GBP;291.00;15.00;306.00
JetBrains;JetBrainsGBP;142;0ACC3C26A2314083;C000124055;visa;2019-05-08;UTC;Settled;4CC502BDD2054D38;GBP;515.00;27.00;542.00
JetBrains;JetBrainsGBP;142;188692CA02454789;C000187711;mc;2019-05-25;UTC;Settled;760BFB2033E54E8A;GBP;547.00;29.00;576.00
JetBrains;JetBrainsGBP;142;455B2253965C4B0D;A000114491;visa;2019-06-16;UTC;Settled;5A6388C84B4C45B4;GBP;93.00;5.00;98.00
JetBrains;JetBrainsGBP;142;E792B76C30C7424D;A000104780;visa;2019-05-28;UTC;Settled;EEEEE07E9BB54DB8;GBP;542.00;28.00;570.00
JetBrains;JetBrainsGBP;142;56A80E0FFB3C437E;Z000085808;visa;2019-05-12;UTC;Settled;991AC1BEC71A4901;GBP;556.00;29.00;585.00
JetBrains;JetBrainsGBP;142;3019342AA5524DA8;A000128275;visa;2019-06-14;UTC;Settled;5134EFCA1C1D410E;GBP;95.00;5.00;100.00
JetBrains;JetBrainsGBP;142;BD6149B028E4498F;E000052883;visa;2019-07-02;UTC;Settled;18F777EF81534F62;GBP;95.00;5.00;100.00
JetBrains;JetBrainsGBP;142;971DDB553E1049D8;A000027684;mc;2019-05-14;UTC;Settled;21604E45E77A4D80;GBP;589.00;31.00;620.00
JetBrains;JetBrainsGBP;142;0243D8ECF8FB4B06;R000082102;visa;2019-06-29;UTC;Settled;17A958346B2E4FD2;GBP;115.00;6.00;121.00
JetBrains;JetBrainsGBP;142;C31E091E3753437C;R000206006;visa;2019-05-08;UTC;Settled;1FC5DF0F00D84ABE;GBP;19.00;1.00;20.00
JetBrains;JetBrainsGBP;142;E235CF277F844E2C;A000092006;mc;2019-04-23;UTC;Settled;E30B33E998FD4B36;GBP;622.00;33.00;655.00
JetBrains;JetBrainsGBP;142;D1EE7A357900421C;A000009143;visa;2019-05-09;UTC;Settled;02F78EC0E483460F;GBP;475.00;25.00;500.00
JetBrains;JetBrainsGBP;142;A298CC7474334A62;R000053779;visa;2019-06-21;UTC;Settled;759DB815ABA24D2D;GBP;697.00;37.00;734.00
JetBrains;JetBrainsGBP;142;6A7600F674C64AE4;Z000173808;mc;2019-04-17;UTC;Settled;F6DB4582581344FA;GBP;109.00;6.00;115.00
JetBrains;JetBrainsGBP;142;4BF84F13FC6447E8;A000079685;visa;2019-06-25;UTC;Settled;9824FE02D1A74B66;GBP;371.00;19.00;390.00
JetBrains;JetBrainsGBP;142;9A8B4ED560B94157;E000170574;visa;2019-06-14;UTC;Settled;6D6FE8DE93034B24;GBP;498.00;26.00;524.00
JetBrains;JetBrainsGBP;142;C28E134AA77142E9;C000085948;visa;2019-07-01;UTC;Settled;BDEB28A6B8AD4499;GBP;285.00;15.00;300.00
JetBrains;JetBrainsGBP;142;59E982CBBBCD4CD2;R000007294;visa;2019-04-27;UTC;Settled;997323B068D24AF5;GBP;238.00;12.00;250.00
