COMPANY_ACCOUNT;MERCHANT_ACCOUNT;BATCH_NUMBER;PSP_REFERENCE;ORDER_REF;PAYMENT_METHOD;DATE;TIMEZONE;TYPE;MODIFICATION_REFERENCE;CURRENCY;NET;FEE;GROSS
JetBrains;JetBrainsGBP;140;8D7F9F95FD0B4185;Z000153535;visa;2018-09-27;UTC;Settled;7B5B8D82E63240BB;GBP;475.00;25.00;500.00
JetBrains;JetBrainsGBP;140;7D3E6FD6292D4BA6;R000118750;mc;2018-10-17;UTC;Settled;F40A7FD01D5647ED;GBP;698.00;37.00;735.00
JetBrains;JetBrainsGBP;140;6AA63F06BD7D4338;E000087872;mc;2018-10-18;UTC;Settled;1C40AD6FD57349F0;GBP;133.00;7.00;140.00
JetBrains;JetBrainsGBP;140;8954B5BA562448A0;R000128382;mc;2018-11-18;UTC;Settled;871F2B7FD87746E6;GBP;285.00;15.00;300.00
JetBrains;JetBrainsGBP;140;F462F25B164546B0;C000117300;visa;2018-11-18;UTC;Settled;0D0FB329A7BB4A0A;GBP;675.00;35.00;710.00
JetBrains;JetBrainsGBP;140;FC05B242E29F4F0D;Z000075276;visa;2018-08-31;UTC;Settled;B5729290FE6D4471;GBP;105.00;5.00;110.00
JetBrains;JetBrainsGBP;140;3CBD4B6963E945E6;A000091781;mc;2018-11-08;UTC;Settled;F708EAD639FE410B;GBP;120.00;6.00;126.00
JetBrains;JetBrainsGBP;140;9CF82B0A6E9A49B9;Z000133247;visa;2018-11-12;UTC;Settled;FA8D133F5B484A91;GBP;61.00;3.00;64.00
JetBrains;JetBrainsGBP;140;A0B395B916D743FC;Z000203602;visa;2018-11-01;UTC;Settled;DAE80FDB0F3C4E29;GBP;171.00;9.00;180.00
JetBrains;JetBrainsGBP;140;8C39178CCB6642EF;Z000222124;mc;2018-10-22;UTC;Settled;156ABF2BCC6A4322;GBP;285.00;15.00;300.00
JetBrains;JetBrainsGBP;140;CA0653858F244179;Z000014426;mc;2018-08-31;UTC;Settled;579ACA660D07403C;GBP;190.00;10.00;200.00
JetBrains;JetBrainsGBP;140;6C14A08CB1EC4F08;R000110092;mc;2018-09-10;UTC;Settled;DF5ECCD83F6E4870;GBP;551.00;29.00;580.00
JetBrains;JetBrainsGBP;140;940986DDA43D4B28;R000141668;visa;2018-10-08;UTC;Settled;8275497507284B7A;GBP;190.00;10.00;200.00
JetBrains;JetBrainsGBP;140;79D343A549254A14;Z000178421;visa;2018-08-19;UTC;Settled;7AED67F5413E47EB;GBP;713.00;37.00;750.00
JetBrains;JetBrainsGBP;140;88432A4C01364BB5;E000077244;visa;2018-10-18;UTC;Settled;04402E51D07546B1;GBP;314.00;16.00;330.00
JetBrains;JetBrainsGBP;140;FC9122606C994E6A;Z000048639;visa;2018-12-02;UTC;Settled;6AD236B5A1F64034;GBP;306.00;16.00;322.00
JetBrains;JetBrainsGBP;140;2C0E2437E50C4DC3;C000076655;visa;2018-10-15;UTC;Settled;97F09A51A0C74CBA;GBP;155.00;8.00;163.00
JetBrains;JetBrainsGBP;140;69BB3054B3CC49D6;Z000007779;visa;2018-11-05;UTC;Settled;103C4294EBA94742;GBP;409.00;21.00;430.00
JetBrains;JetBrainsGBP;140;805B72DA214B4CF7;Z000219579;mc;2018-09-20;UTC;Settled;92B385DD8C6647D6;GBP;580.00;30.00;610.00
JetBrains;JetBrainsGBP;140;58B4D5F8A4854CD2;E000125967;mc;2018-11-03;UTC;Settled;95D24490DAF04AB1;GBP;272.00;14.00;286.00
JetBrains;JetBrainsGBP;140;B140D2A139594DDE;C000127401;visa;2018-08-22;UTC;Settled;894FE8F2A153407D;GBP;317.00;17.00;334.00
JetBrains;JetBrainsGBP;140;96C1A7F8AA454DAF;C000168606;mc;2018-10-22;UTC;Settled;F7A6A00234CF4C67;GBP;200.00;10.00;210.00
JetBrains;JetBrainsGBP;140;59883EA223174AF4;A000166579;visa;2018-12-15;UTC;Settled;DEF908D50FC84D26;GBP;67.00;3.00;70.00
JetBrains;JetBrainsGBP;140;44ABEE8CC2C34157;A000005183;visa;2018-12-07;UTC;Settled;1F0CA32B5CFC4925;GBP;95.00;5.00;100.00
JetBrains;JetBrainsGBP;140;D89D2D8144A543E0;C000085635;visa;2018-10-19;UTC;Settled;2B58483726B84A20;GBP;903.00;47.00;950.00
JetBrains;JetBrainsGBP;140;735148E8FFAF41E3;E000026519;visa;2018-11-02;UTC;Settled;9BE4DF195E6A4A25;GBP;80.00;4.00;84.00
JetBrains;JetBrainsGBP;140;9C27299FBD9748EF;A000036022;visa;2018-11-29;UTC;Settled;A9F09E132A5047BD;GBP;551.00;29.00;580.00
